# Upstream files and functions this section deliberately does NOT port, and why.
# A file absent from both this list and PORTED_MAP.tsv has simply not been
# looked at, which is a different and worse state. Keep both complete.
#
# Pins: RAFT v26.08.00, cuML v26.08.00, cuVS v26.08.00 (6ba2ce2). Paths
# are relative to the repository named in the first path component.
#
# ==================== RESOLVED 2026-08-23, KEPT AS A RECORD ====================
raft: cpp/include/raft/sparse/op/detail/reduce.cuh (coo_reduce_duplicates)	NOT PORTED, AND IT IS THE ALTERNATIVE TO OUR REFUSAL	RAFT can COALESCE duplicate (row, col) entries by summing them. This lane REFUSES a repeated key instead (DEVIATIONS 775/777). If a caller ever legitimately needs a graph with duplicates, this is the function to port, and the refusal becomes a fallback rather than the policy
raft: cpp/include/raft/random/rng.cuh (raft::random::uniform, Philox 4x32-10)	replaced by a hash	DEVIATION 772. Roughly 600 lines of generator whose only output in this path is a start vector. Ours is a splitmix64 hashed uniform, exact, a pure function of (seed, n). The eigenpairs Lanczos CONVERGES to do not depend on v0 to the tolerance; the bits of the trajectory do, which is why the card records v0
raft: cpp/include/raft/sparse/linalg/detail/symmetrize.cuh::symmetric_find_size / reduce_find_size / symmetric_sum (:236+)	not the path	The from-kNN-arrays symmetrize used elsewhere in RAFT. cuVS builds the COO itself and calls coo_symmetrize
raft: cpp/include/raft/sparse/linalg/detail/degree.cuh, add.cuh, norm.cuh, transpose.h, masked_matmul.cuh, sddmm.hpp, spmm.hpp	not on the path	Nothing in cuVS's spectral embedding calls them
# ==================== cuML: the Python surface ====================
cuml: python/cuml/cuml/cluster/spectral_clustering.pyx	HAND-OFF, not ported	The estimator surface: n_components defaulting to n_clusters when None, n_neighbors=10, n_init=10, eigen_tol='auto' meaning cuVS's 1e-5, and the refusals of affinity outside {nearest_neighbors, precomputed} and assign_labels != 'kmeans'. Those are the caller's contract and are documented in README's HAND-OFF section so a binding author does not have to rediscover them
cuml: python/cuml/cuml/manifold/spectral_embedding.pyx	HAND-OFF, not ported	Same, plus the one piece of arithmetic that lives in Python: config.n_components = n_components + 1 when drop_first (:294). This lane's transform receives THAT number, exactly as cuVS's does
cuml: cpp/src/umap/init_embed/spectral_algo.cuh	out of scope	UMAP's spectral initialization, a different caller of the same primitives
# ==================== this lane's own gaps ====================
spectral: a CERTIFICATE gate for symmetric_eig_host	OWED	Seam J4 (DEVIATION 781) and the sweep cap (C4) both live in a solver SHARED by the device arm and the oracle, so a device-equals-oracle compare cannot see a change to either. MOJOLEARN_SPECTRAL_SABOTAGE_SWEEP_CAP is caught by the closed-form check; MOJOLEARN_SPECTRAL_SABOTAGE_ROTATE_UNFUSED is caught by nothing. An FNV hash of the solver's output on a pinned fixture, asserted against a literal, closes it. Written down rather than done because it needs a compile slot to produce the literal
spectral: a fixture that makes max_iterations bite	OWED	Every fixture here converges long before either 10n or 1000, so the C2 sabotage is expected inert. A bound no fixture reaches is a bound no gate tests
